"","X","url_name","user_name","review_links","Rank","Reviews","Helpful_votes","X._helpful","last_page","scraper"
"112",112,"A13OFOB1394G31","E. A. Lovitt","/gp/cdp/member-reviews/A13OFOB1394G31/ref=cm_cr_tr_tbl_112_sar?ie=UTF8&sort_by=MostRecentReview","# 112 ",2965,21225,0.96,296,"Joe"
"113",113,"A1F6VYVD2T23T9","Kristy Stout","/gp/cdp/member-reviews/A1F6VYVD2T23T9/ref=cm_cr_tr_tbl_113_sar?ie=UTF8&sort_by=MostRecentReview","# 113 ",558,3192,0.96,55,"Curtis"
"114",114,"AY3XPKRAMKKY7","C. G. King","/gp/cdp/member-reviews/AY3XPKRAMKKY7/ref=cm_cr_tr_tbl_114_sar?ie=UTF8&sort_by=MostRecentReview","# 114 ",999,11421,0.96,99,"Ryan"
"115",115,"A2WZNM833CJH82","Grandma","/gp/cdp/member-reviews/A2WZNM833CJH82/ref=cm_cr_tr_tbl_115_sar?ie=UTF8&sort_by=MostRecentReview","# 115 ",1422,9783,0.96,142,"Nate"
"116",116,"A3AZI828WJN1CD","Becky and Jim review","/gp/cdp/member-reviews/A3AZI828WJN1CD/ref=cm_cr_tr_tbl_116_sar?ie=UTF8&sort_by=MostRecentReview","# 116 ",1786,8472,0.96,178,"Joe"
"117",117,"AQ4B80F0JSBNI","Amazon Customer","/gp/cdp/member-reviews/AQ4B80F0JSBNI/ref=cm_cr_tr_tbl_117_sar?ie=UTF8&sort_by=MostRecentReview","# 117 ",5742,12632,0.96,574,"Curtis"
"118",118,"A2AIE9DO5QSVBD","Pop Bop","/gp/cdp/member-reviews/A2AIE9DO5QSVBD/ref=cm_cr_tr_tbl_118_sar?ie=UTF8&sort_by=MostRecentReview","# 118 ",2052,6060,0.96,205,"Ryan"
"119",119,"A3A4ZAIBQWKOZS","Stephen Lerch","/gp/cdp/member-reviews/A3A4ZAIBQWKOZS/ref=cm_cr_tr_tbl_119_sar?ie=UTF8&sort_by=MostRecentReview","# 119 ",1850,12138,0.96,185,"Nate"
"120",120,"A2U49LUUY4IKQQ","Peter Durward Harris","/gp/cdp/member-reviews/A2U49LUUY4IKQQ/ref=cm_cr_tr_tbl_120_sar?ie=UTF8&sort_by=MostRecentReview","# 120 ",4216,26029,0.96,421,"Joe"
"121",121,"A3CG93783LP0FO","Yarii","/gp/cdp/member-reviews/A3CG93783LP0FO/ref=cm_cr_tr_tbl_121_sar?ie=UTF8&sort_by=MostRecentReview","# 121 ",1414,10666,0.96,141,"Curtis"
"122",122,"A2TXR85WQLE32N","HMS Warspite","/gp/cdp/member-reviews/A2TXR85WQLE32N/ref=cm_cr_tr_tbl_122_sar?ie=UTF8&sort_by=MostRecentReview","# 122 ",2779,11412,0.96,277,"Ryan"
"123",123,"AC1K4OQOZ90RS","E. Bukowsky","/gp/cdp/member-reviews/AC1K4OQOZ90RS/ref=cm_cr_tr_tbl_123_sar?ie=UTF8&sort_by=MostRecentReview","# 123 ",2165,28589,0.96,216,"Nate"
"124",124,"A29XWXJ525HH7O","MyD -- The Viewpoint","/gp/cdp/member-reviews/A29XWXJ525HH7O/ref=cm_cr_tr_tbl_124_sar?ie=UTF8&sort_by=MostRecentReview","# 124 ",259,8403,0.96,25,"Joe"
"125",125,"A3AFIBN36YY7YX","F","/gp/cdp/member-reviews/A3AFIBN36YY7YX/ref=cm_cr_tr_tbl_125_sar?ie=UTF8&sort_by=MostRecentReview","# 125 ",1,1,0.96,0,"Curtis"
"126",126,"AWPODHOB4GFWL","Marty From SF","/gp/cdp/member-reviews/AWPODHOB4GFWL/ref=cm_cr_tr_tbl_126_sar?ie=UTF8&sort_by=MostRecentReview","# 126 ",2256,20027,0.96,225,"Ryan"
"127",127,"A2G5IFYYHFIQNB","Chief,  USN Ret...VT Town","/gp/cdp/member-reviews/A2G5IFYYHFIQNB/ref=cm_cr_tr_tbl_127_sar?ie=UTF8&sort_by=MostRecentReview","# 127 ",2155,6105,0.96,215,"Nate"
"128",128,"A3MEMX0XF00TBD","delicateflower152","/gp/cdp/member-reviews/A3MEMX0XF00TBD/ref=cm_cr_tr_tbl_128_sar?ie=UTF8&sort_by=MostRecentReview","# 128 ",1347,10575,0.96,134,"Joe"
"129",129,"AD02ELDM404PE","..","/gp/cdp/member-reviews/AD02ELDM404PE/ref=cm_cr_tr_tbl_129_sar?ie=UTF8&sort_by=MostRecentReview","# 129 ",0,0,0.96,0,"Curtis"
"130",130,"A2NOW4U7W3F7RI","rpv","/gp/cdp/member-reviews/A2NOW4U7W3F7RI/ref=cm_cr_tr_tbl_130_sar?ie=UTF8&sort_by=MostRecentReview","# 130 ",3420,13479,0.96,342,"Ryan"
"131",131,"A1BLC62SBF3PNQ","Johny Tech Reviewer","/gp/cdp/member-reviews/A1BLC62SBF3PNQ/ref=cm_cr_tr_tbl_131_sar?ie=UTF8&sort_by=MostRecentReview","# 131 ",1040,4718,0.96,104,"Nate"
"132",132,"A3AYSYSLHU26U9","Amazon Addict","/gp/cdp/member-reviews/A3AYSYSLHU26U9/ref=cm_cr_tr_tbl_132_sar?ie=UTF8&sort_by=MostRecentReview","# 132 ",1768,11081,0.96,176,"Joe"
"133",133,"A1CVFUQ1PGSIJL","T. Adlam","/gp/cdp/member-reviews/A1CVFUQ1PGSIJL/ref=cm_cr_tr_tbl_133_sar?ie=UTF8&sort_by=MostRecentReview","# 133 ",522,6254,0.96,52,"Curtis"
"134",134,"A1UQBFCERIP7VJ","Margaret Picky","/gp/cdp/member-reviews/A1UQBFCERIP7VJ/ref=cm_cr_tr_tbl_134_sar?ie=UTF8&sort_by=MostRecentReview","# 134 ",4144,8110,0.96,414,"Ryan"
"135",135,"A2BLFCOPSMBOZ9","Dave Edmiston","/gp/cdp/member-reviews/A2BLFCOPSMBOZ9/ref=cm_cr_tr_tbl_135_sar?ie=UTF8&sort_by=MostRecentReview","# 135 ",1195,6714,0.96,119,"Nate"
"136",136,"A35W3JQYP0M655","John Thomas...","/gp/cdp/member-reviews/A35W3JQYP0M655/ref=cm_cr_tr_tbl_136_sar?ie=UTF8&sort_by=MostRecentReview","# 136 ",1477,15716,0.96,147,"Joe"
"137",137,"A2KWFSBGBMTLOL","Heart Dad","/gp/cdp/member-reviews/A2KWFSBGBMTLOL/ref=cm_cr_tr_tbl_137_sar?ie=UTF8&sort_by=MostRecentReview","# 137 ",129,7804,0.96,12,"Curtis"
"138",138,"AIYX7VCMKEFHC","Amazon Customer","/gp/cdp/member-reviews/AIYX7VCMKEFHC/ref=cm_cr_tr_tbl_138_sar?ie=UTF8&sort_by=MostRecentReview","# 138 ",2336,3612,0.96,233,"Ryan"
"139",139,"AOVTLYTHVDNUX","Tradecraft","/gp/cdp/member-reviews/AOVTLYTHVDNUX/ref=cm_cr_tr_tbl_139_sar?ie=UTF8&sort_by=MostRecentReview","# 139 ",1350,7146,0.96,135,"Nate"
"140",140,"A155HPY5S449YF","Cat Jones","/gp/cdp/member-reviews/A155HPY5S449YF/ref=cm_cr_tr_tbl_140_sar?ie=UTF8&sort_by=MostRecentReview","# 140 ",1546,3437,0.96,154,"Joe"
"141",141,"A2MNB77YGJ3CN0","L. Mountford","/gp/cdp/member-reviews/A2MNB77YGJ3CN0/ref=cm_cr_tr_tbl_141_sar?ie=UTF8&sort_by=MostRecentReview","# 141 ",1449,7387,0.96,144,"Curtis"
"142",142,"A35Q0RBM3YNQNF","M. Hill","/gp/cdp/member-reviews/A35Q0RBM3YNQNF/ref=cm_cr_tr_tbl_142_sar?ie=UTF8&sort_by=MostRecentReview","# 142 ",1226,9916,0.96,122,"Ryan"
"143",143,"A1VGXHHR08G044","D. Coral","/gp/cdp/member-reviews/A1VGXHHR08G044/ref=cm_cr_tr_tbl_143_sar?ie=UTF8&sort_by=MostRecentReview","# 143 ",1027,6971,0.96,102,"Nate"
"144",144,"A11FX8HL2ANK6T","Peter Suslock","/gp/cdp/member-reviews/A11FX8HL2ANK6T/ref=cm_cr_tr_tbl_144_sar?ie=UTF8&sort_by=MostRecentReview","# 144 ",753,8054,0.96,75,"Joe"
"145",145,"A2V92F5R7MLCVI","wogan","/gp/cdp/member-reviews/A2V92F5R7MLCVI/ref=cm_cr_tr_tbl_145_sar?ie=UTF8&sort_by=MostRecentReview","# 145 ",2852,16669,0.96,285,"Curtis"
"146",146,"AEC90GPFKLAAW","Lisa Kearns","/gp/cdp/member-reviews/AEC90GPFKLAAW/ref=cm_cr_tr_tbl_146_sar?ie=UTF8&sort_by=MostRecentReview","# 146 ",1795,7361,0.96,179,"Ryan"
"147",147,"A20IIR0422G3A5","B. Marold","/gp/cdp/member-reviews/A20IIR0422G3A5/ref=cm_cr_tr_tbl_147_sar?ie=UTF8&sort_by=MostRecentReview","# 147 ",2674,59589,0.96,267,"Nate"
"148",148,"A3BFDEBT5IV4UN","Dianne E. Socci-Tetro","/gp/cdp/member-reviews/A3BFDEBT5IV4UN/ref=cm_cr_tr_tbl_148_sar?ie=UTF8&sort_by=MostRecentReview","# 148 ",0,0,0.96,0,"Joe"
"149",149,"A1ER5AYS3FQ9O3","Kcorn","/gp/cdp/member-reviews/A1ER5AYS3FQ9O3/ref=cm_cr_tr_tbl_149_sar?ie=UTF8&sort_by=MostRecentReview","# 149 ",1803,33167,0.96,180,"Curtis"
"150",150,"A2VYLXYG3H6TYN","Aundrea","/gp/cdp/member-reviews/A2VYLXYG3H6TYN/ref=cm_cr_tr_tbl_150_sar?ie=UTF8&sort_by=MostRecentReview","# 150 ",773,3528,0.96,77,"Ryan"
"151",151,"A1GYEGLX3P2Y7P","Shala Kerrigan","/gp/cdp/member-reviews/A1GYEGLX3P2Y7P/ref=cm_cr_tr_tbl_151_sar?ie=UTF8&sort_by=MostRecentReview","# 151 ",1493,8741,0.96,149,"Nate"
"152",152,"A260SSASBXC090","Ryan","/gp/cdp/member-reviews/A260SSASBXC090/ref=cm_cr_tr_tbl_152_sar?ie=UTF8&sort_by=MostRecentReview","# 152 ",693,4682,0.96,69,"Joe"
"153",153,"A3JWD0WQ3VEZEX","Wood B. Hermit","/gp/cdp/member-reviews/A3JWD0WQ3VEZEX/ref=cm_cr_tr_tbl_153_sar?ie=UTF8&sort_by=MostRecentReview","# 153 ",374,5546,0.96,37,"Curtis"
"154",154,"A3JV7KL1ECLZB8","I. Giles","/gp/cdp/member-reviews/A3JV7KL1ECLZB8/ref=cm_cr_tr_tbl_154_sar?ie=UTF8&sort_by=MostRecentReview","# 154 ",1644,5051,0.96,164,"Ryan"
"155",155,"AL9WKVMRI6GFB","JMM","/gp/cdp/member-reviews/AL9WKVMRI6GFB/ref=cm_cr_tr_tbl_155_sar?ie=UTF8&sort_by=MostRecentReview","# 155 ",729,7640,0.96,72,"Nate"
"156",156,"A37MH7ICH80QOX","Kate McMurry","/gp/cdp/member-reviews/A37MH7ICH80QOX/ref=cm_cr_tr_tbl_156_sar?ie=UTF8&sort_by=MostRecentReview","# 156 ",1453,15380,0.96,145,"Joe"
"157",157,"A26JGAM6GZMM4V","Robert Morris","/gp/cdp/member-reviews/A26JGAM6GZMM4V/ref=cm_cr_tr_tbl_157_sar?ie=UTF8&sort_by=MostRecentReview","# 157 ",3208,42575,0.96,320,"Curtis"
"158",158,"AT53ZTTO707MB","I Do the Speed Limit","/gp/cdp/member-reviews/AT53ZTTO707MB/ref=cm_cr_tr_tbl_158_sar?ie=UTF8&sort_by=MostRecentReview","# 158 ",2240,8790,0.96,224,"Ryan"
"159",159,"A3EPHBMU07LZ50","Amazon Customer","/gp/cdp/member-reviews/A3EPHBMU07LZ50/ref=cm_cr_tr_tbl_159_sar?ie=UTF8&sort_by=MostRecentReview","# 159 ",2064,7390,0.96,206,"Nate"
"160",160,"A3OA4DV4L81N1D","P.K. Frary","/gp/cdp/member-reviews/A3OA4DV4L81N1D/ref=cm_cr_tr_tbl_160_sar?ie=UTF8&sort_by=MostRecentReview","# 160 ",562,3667,0.96,56,"Joe"
"161",161,"A2ME6M4X08NLDJ","Heidi M","/gp/cdp/member-reviews/A2ME6M4X08NLDJ/ref=cm_cr_tr_tbl_161_sar?ie=UTF8&sort_by=MostRecentReview","# 161 ",858,1105,0.96,85,"Curtis"
"162",162,"A3OXHLG6DIBRW8","C. Hill","/gp/cdp/member-reviews/A3OXHLG6DIBRW8/ref=cm_cr_tr_tbl_162_sar?ie=UTF8&sort_by=MostRecentReview","# 162 ",5597,23051,0.96,559,"Ryan"
"163",163,"A2ZY49IDE6TY5I","G.I Gurdjieff","/gp/cdp/member-reviews/A2ZY49IDE6TY5I/ref=cm_cr_tr_tbl_163_sar?ie=UTF8&sort_by=MostRecentReview","# 163 ",3038,13578,0.96,303,"Nate"
"164",164,"A39Z2B6SZKCUZO","Book Crazy","/gp/cdp/member-reviews/A39Z2B6SZKCUZO/ref=cm_cr_tr_tbl_164_sar?ie=UTF8&sort_by=MostRecentReview","# 164 ",571,2741,0.96,57,"Joe"
"165",165,"A20FK68BUB1IVA","Happy Reader","/gp/cdp/member-reviews/A20FK68BUB1IVA/ref=cm_cr_tr_tbl_165_sar?ie=UTF8&sort_by=MostRecentReview","# 165 ",954,7287,0.96,95,"Curtis"
"166",166,"AI0BCEWRE04G0","Stoney","/gp/cdp/member-reviews/AI0BCEWRE04G0/ref=cm_cr_tr_tbl_166_sar?ie=UTF8&sort_by=MostRecentReview","# 166 ",779,8644,0.96,77,"Ryan"
"167",167,"AZMY6E8B52L2T","JP","/gp/cdp/member-reviews/AZMY6E8B52L2T/ref=cm_cr_tr_tbl_167_sar?ie=UTF8&sort_by=MostRecentReview","# 167 ",1849,5727,0.96,184,"Nate"
"168",168,"A34CSXOGVYF94S","Joel Avrunin","/gp/cdp/member-reviews/A34CSXOGVYF94S/ref=cm_cr_tr_tbl_168_sar?ie=UTF8&sort_by=MostRecentReview","# 168 ",1062,9152,0.96,106,"Joe"
"169",169,"A100UD67AHFODS","Expressed Reviews","/gp/cdp/member-reviews/A100UD67AHFODS/ref=cm_cr_tr_tbl_169_sar?ie=UTF8&sort_by=MostRecentReview","# 169 ",785,9317,0.96,78,"Curtis"
"170",170,"A3FKPBNI7UWQFW","Work of Life","/gp/cdp/member-reviews/A3FKPBNI7UWQFW/ref=cm_cr_tr_tbl_170_sar?ie=UTF8&sort_by=MostRecentReview","# 170 ",470,19950,0.96,47,"Ryan"
"171",171,"A3CJIKSI14N529","Avid Reviewer","/gp/cdp/member-reviews/A3CJIKSI14N529/ref=cm_cr_tr_tbl_171_sar?ie=UTF8&sort_by=MostRecentReview","# 171 ",1098,14991,0.96,109,"Nate"
"172",172,"A2GJX2KCUSR0EI","Sneaky Burrito","/gp/cdp/member-reviews/A2GJX2KCUSR0EI/ref=cm_cr_tr_tbl_172_sar?ie=UTF8&sort_by=MostRecentReview","# 172 ",2304,7774,0.96,230,"Joe"
"173",173,"A1YUL9PCJR3JTY","O. Brown","/gp/cdp/member-reviews/A1YUL9PCJR3JTY/ref=cm_cr_tr_tbl_173_sar?ie=UTF8&sort_by=MostRecentReview","# 173 ",1590,26631,0.96,159,"Curtis"
"174",174,"AUX7KVELDYZZ6","Brett H","/gp/cdp/member-reviews/AUX7KVELDYZZ6/ref=cm_cr_tr_tbl_174_sar?ie=UTF8&sort_by=MostRecentReview","# 174 ",632,7511,0.96,63,"Ryan"
"175",175,"AQP1VPK16SVWM","Wayne Klein","/gp/cdp/member-reviews/AQP1VPK16SVWM/ref=cm_cr_tr_tbl_175_sar?ie=UTF8&sort_by=MostRecentReview","# 175 ",2940,40292,0.96,294,"Nate"
"176",176,"A28Q0JA9H8WZOD","Bichon Mom","/gp/cdp/member-reviews/A28Q0JA9H8WZOD/ref=cm_cr_tr_tbl_176_sar?ie=UTF8&sort_by=MostRecentReview","# 176 ",456,3635,0.96,45,"Joe"
"177",177,"A11I1I9QLMAM1A","S. Power","/gp/cdp/member-reviews/A11I1I9QLMAM1A/ref=cm_cr_tr_tbl_177_sar?ie=UTF8&sort_by=MostRecentReview","# 177 ",4387,11974,0.96,438,"Curtis"
"178",178,"AGVWTYW0ULXHT","Nate","/gp/cdp/member-reviews/AGVWTYW0ULXHT/ref=cm_cr_tr_tbl_178_sar?ie=UTF8&sort_by=MostRecentReview","# 178 ",1727,13878,0.96,172,"Ryan"
"179",179,"A2HVL790PBWYTU","H. Bala","/gp/cdp/member-reviews/A2HVL790PBWYTU/ref=cm_cr_tr_tbl_179_sar?ie=UTF8&sort_by=MostRecentReview","# 179 ",2977,20293,0.96,297,"Nate"
"180",180,"A2XRMQA6PJ5ZJ8","Roger J. Buffington","/gp/cdp/member-reviews/A2XRMQA6PJ5ZJ8/ref=cm_cr_tr_tbl_180_sar?ie=UTF8&sort_by=MostRecentReview","# 180 ",1935,16649,0.96,193,"Joe"
"181",181,"A2VODABWSVHV8E","Ray","/gp/cdp/member-reviews/A2VODABWSVHV8E/ref=cm_cr_tr_tbl_181_sar?ie=UTF8&sort_by=MostRecentReview","# 181 ",622,5775,0.96,62,"Curtis"
"182",182,"ATECU14VUIOJ0","Miss Barbara","/gp/cdp/member-reviews/ATECU14VUIOJ0/ref=cm_cr_tr_tbl_182_sar?ie=UTF8&sort_by=MostRecentReview","# 182 ",1140,5678,0.96,114,"Ryan"
"183",183,"A3NQU1649SH0Q4","Allen Smalling","/gp/cdp/member-reviews/A3NQU1649SH0Q4/ref=cm_cr_tr_tbl_183_sar?ie=UTF8&sort_by=MostRecentReview","# 183 ",1653,13411,0.96,165,"Nate"
"184",184,"AQIJ3ZEEVCIKU","Kaio","/gp/cdp/member-reviews/AQIJ3ZEEVCIKU/ref=cm_cr_tr_tbl_184_sar?ie=UTF8&sort_by=MostRecentReview","# 184 ",1286,14494,0.96,128,"Joe"
"185",185,"A353U0L2HAMSHV","Cricket","/gp/cdp/member-reviews/A353U0L2HAMSHV/ref=cm_cr_tr_tbl_185_sar?ie=UTF8&sort_by=MostRecentReview","# 185 ",1167,6699,0.96,116,"Curtis"
"186",186,"AQ6AGWKWMTY8H","Pam - because someone has to be persnickety","/gp/cdp/member-reviews/AQ6AGWKWMTY8H/ref=cm_cr_tr_tbl_186_sar?ie=UTF8&sort_by=MostRecentReview","# 186 ",3042,13621,0.96,304,"Ryan"
"187",187,"A1C7Y31S5QXNTR","majormusiclover","/gp/cdp/member-reviews/A1C7Y31S5QXNTR/ref=cm_cr_tr_tbl_187_sar?ie=UTF8&sort_by=MostRecentReview","# 187 ",1284,4059,0.96,128,"Nate"
"188",188,"A1YEPFLLH42OU1","Yu-Jin Chia","/gp/cdp/member-reviews/A1YEPFLLH42OU1/ref=cm_cr_tr_tbl_188_sar?ie=UTF8&sort_by=MostRecentReview","# 188 ",1030,8173,0.96,103,"Joe"
"189",189,"A1J75JJ0Q2OEJN","Raven Wilder","/gp/cdp/member-reviews/A1J75JJ0Q2OEJN/ref=cm_cr_tr_tbl_189_sar?ie=UTF8&sort_by=MostRecentReview","# 189 ",646,9775,0.96,64,"Curtis"
"190",190,"A19ONI88D2DYS8","Bane Tech","/gp/cdp/member-reviews/A19ONI88D2DYS8/ref=cm_cr_tr_tbl_190_sar?ie=UTF8&sort_by=MostRecentReview","# 190 ",231,1011,0.96,23,"Ryan"
"191",191,"ADWP5NJV74F56","J. Williams (Tech Titan)","/gp/cdp/member-reviews/ADWP5NJV74F56/ref=cm_cr_tr_tbl_191_sar?ie=UTF8&sort_by=MostRecentReview","# 191 ",92,597,0.96,9,"Nate"
"192",192,"A1U5XB6PCIDLIK","Dennis Waller","/gp/cdp/member-reviews/A1U5XB6PCIDLIK/ref=cm_cr_tr_tbl_192_sar?ie=UTF8&sort_by=MostRecentReview","# 192 ",1793,3150,0.96,179,"Joe"
"193",193,"A1D2C0WDCSHUWZ","EA Solinas","/gp/cdp/member-reviews/A1D2C0WDCSHUWZ/ref=cm_cr_tr_tbl_193_sar?ie=UTF8&sort_by=MostRecentReview","# 193 ",7504,83694,0.96,750,"Curtis"
"194",194,"A2C5JJL07FSGJW","Astute Connoissuer","/gp/cdp/member-reviews/A2C5JJL07FSGJW/ref=cm_cr_tr_tbl_194_sar?ie=UTF8&sort_by=MostRecentReview","# 194 ",2852,7073,0.96,285,"Ryan"
"195",195,"A63TRJP2XQCD3","Frank Peters","/gp/cdp/member-reviews/A63TRJP2XQCD3/ref=cm_cr_tr_tbl_195_sar?ie=UTF8&sort_by=MostRecentReview","# 195 ",147,8860,0.96,14,"Nate"
"196",196,"A388KNV094E8C6","Christine","/gp/cdp/member-reviews/A388KNV094E8C6/ref=cm_cr_tr_tbl_196_sar?ie=UTF8&sort_by=MostRecentReview","# 196 ",1382,2037,0.96,138,"Joe"
"197",197,"A2T7JK9FLC8V0N","S Riaz","/gp/cdp/member-reviews/A2T7JK9FLC8V0N/ref=cm_cr_tr_tbl_197_sar?ie=UTF8&sort_by=MostRecentReview","# 197 ",1037,4924,0.96,103,"Curtis"
"198",198,"A2IYNIR1S221IA","Justin Blackburn","/gp/cdp/member-reviews/A2IYNIR1S221IA/ref=cm_cr_tr_tbl_198_sar?ie=UTF8&sort_by=MostRecentReview","# 198 ",774,1923,0.96,77,"Ryan"
"199",199,"A250AXLRBVYKB4","ConsumerAdvocate (dakotad555) at (gmail) dot (com)","/gp/cdp/member-reviews/A250AXLRBVYKB4/ref=cm_cr_tr_tbl_199_sar?ie=UTF8&sort_by=MostRecentReview","# 199 ",1364,18518,0.96,136,"Nate"
"200",200,"A1CSXI7MKL6UKR","Kimberly R Norton","/gp/cdp/member-reviews/A1CSXI7MKL6UKR/ref=cm_cr_tr_tbl_200_sar?ie=UTF8&sort_by=MostRecentReview","# 200 ",1162,7643,0.96,116,"Joe"
"201",201,"AEJAGHLC675A7","John Williamson","/gp/cdp/member-reviews/AEJAGHLC675A7/ref=cm_cr_tr_tbl_201_sar?ie=UTF8&sort_by=MostRecentReview","# 201 ",1015,21537,0.96,101,"Curtis"
"202",202,"AAEVGE52KL0DJ","Tim","/gp/cdp/member-reviews/AAEVGE52KL0DJ/ref=cm_cr_tr_tbl_202_sar?ie=UTF8&sort_by=MostRecentReview","# 202 ",893,3194,0.96,89,"Ryan"
"203",203,"A2GPJR489OIH42","sb-lynn","/gp/cdp/member-reviews/A2GPJR489OIH42/ref=cm_cr_tr_tbl_203_sar?ie=UTF8&sort_by=MostRecentReview","# 203 ",734,12322,0.96,73,"Nate"
"204",204,"A32WT1ZEE4QGZB","Amazon Customer","/gp/cdp/member-reviews/A32WT1ZEE4QGZB/ref=cm_cr_tr_tbl_204_sar?ie=UTF8&sort_by=MostRecentReview","# 204 ",621,2623,0.96,62,"Joe"
"205",205,"A129YBX5BVNW2","Mark Barry","/gp/cdp/member-reviews/A129YBX5BVNW2/ref=cm_cr_tr_tbl_205_sar?ie=UTF8&sort_by=MostRecentReview","# 205 ",1164,8991,0.96,116,"Curtis"
"206",206,"A1PI8VBCXXSGC7","Lynn","/gp/cdp/member-reviews/A1PI8VBCXXSGC7/ref=cm_cr_tr_tbl_206_sar?ie=UTF8&sort_by=MostRecentReview","# 206 ",1593,6047,0.96,159,"Ryan"
"207",207,"A2V5R832QCSOMX","Leanne","/gp/cdp/member-reviews/A2V5R832QCSOMX/ref=cm_cr_tr_tbl_207_sar?ie=UTF8&sort_by=MostRecentReview","# 207 ",1492,18032,0.96,149,"Nate"
"208",208,"A1SC7Z2646QCP9","Candid Reviewer","/gp/cdp/member-reviews/A1SC7Z2646QCP9/ref=cm_cr_tr_tbl_208_sar?ie=UTF8&sort_by=MostRecentReview","# 208 ",270,5810,0.96,27,"Joe"
"209",209,"ANH8VL45X2L1S","Jill Meyer","/gp/cdp/member-reviews/ANH8VL45X2L1S/ref=cm_cr_tr_tbl_209_sar?ie=UTF8&sort_by=MostRecentReview","# 209 ",1103,13594,0.96,110,"Curtis"
"210",210,"A18JHVX925K101","Dii","/gp/cdp/member-reviews/A18JHVX925K101/ref=cm_cr_tr_tbl_210_sar?ie=UTF8&sort_by=MostRecentReview","# 210 ",2434,4420,0.96,243,"Ryan"
"211",211,"A312UBIOP091MH","jeanneserenity","/gp/cdp/member-reviews/A312UBIOP091MH/ref=cm_cr_tr_tbl_211_sar?ie=UTF8&sort_by=MostRecentReview","# 211 ",436,3127,0.96,43,"Nate"
"212",212,"A324NNSMM9EFML","Patto","/gp/cdp/member-reviews/A324NNSMM9EFML/ref=cm_cr_tr_tbl_212_sar?ie=UTF8&sort_by=MostRecentReview","# 212 ",1431,6280,0.96,143,"Joe"
"213",213,"A2LTYEYGKBYXRR","Zachary S. *Tech Reviewer*","/gp/cdp/member-reviews/A2LTYEYGKBYXRR/ref=cm_cr_tr_tbl_213_sar?ie=UTF8&sort_by=MostRecentReview","# 213 ",972,7299,0.96,97,"Curtis"
"214",214,"A12B7ZMXFI6IXY","Hyoun Kim","/gp/cdp/member-reviews/A12B7ZMXFI6IXY/ref=cm_cr_tr_tbl_214_sar?ie=UTF8&sort_by=MostRecentReview","# 214 ",368,8223,0.96,36,"Ryan"
"215",215,"A8WEXFRWX1ZHH","Goldengate","/gp/cdp/member-reviews/A8WEXFRWX1ZHH/ref=cm_cr_tr_tbl_215_sar?ie=UTF8&sort_by=MostRecentReview","# 215 ",1289,8908,0.96,128,"Nate"
"216",216,"A3LTZGHZBBBQX0","Anthony L.","/gp/cdp/member-reviews/A3LTZGHZBBBQX0/ref=cm_cr_tr_tbl_216_sar?ie=UTF8&sort_by=MostRecentReview","# 216 ",377,12103,0.96,37,"Joe"
"217",217,"A13JT5KMAI26PE","Justin Hennings","/gp/cdp/member-reviews/A13JT5KMAI26PE/ref=cm_cr_tr_tbl_217_sar?ie=UTF8&sort_by=MostRecentReview","# 217 ",513,1932,0.96,51,"Curtis"
"218",218,"A3TAS1AG6FMBQW","  Jeri Zerr  ","/gp/cdp/member-reviews/A3TAS1AG6FMBQW/ref=cm_cr_tr_tbl_218_sar?ie=UTF8&sort_by=MostRecentReview","# 218 ",1840,6192,0.96,184,"Ryan"
"219",219,"A39650P2CZUUC9","Bonnie Brody","/gp/cdp/member-reviews/A39650P2CZUUC9/ref=cm_cr_tr_tbl_219_sar?ie=UTF8&sort_by=MostRecentReview","# 219 ",1846,15095,0.96,184,"Nate"
"220",220,"A281NPSIMI1C2R","Rebecca of Amazon","/gp/cdp/member-reviews/A281NPSIMI1C2R/ref=cm_cr_tr_tbl_220_sar?ie=UTF8&sort_by=MostRecentReview","# 220 ",6313,58859,0.96,631,"Joe"
"221",221,"A3E5V5TSTAY3R9","I'd rather be at the Beach","/gp/cdp/member-reviews/A3E5V5TSTAY3R9/ref=cm_cr_tr_tbl_221_sar?ie=UTF8&sort_by=MostRecentReview","# 221 ",5509,2178,0.96,550,"Curtis"
"222",222,"ANCEXS253P2Q4","Dave","/gp/cdp/member-reviews/ANCEXS253P2Q4/ref=cm_cr_tr_tbl_222_sar?ie=UTF8&sort_by=MostRecentReview","# 222 ",2240,7453,0.96,224,"Ryan"
"223",223,"A2MBLVMVDLHK1L","Genevieve Schmidt","/gp/cdp/member-reviews/A2MBLVMVDLHK1L/ref=cm_cr_tr_tbl_223_sar?ie=UTF8&sort_by=MostRecentReview","# 223 ",1612,10845,0.96,161,"Nate"
"224",224,"A3BVN2QBNPBHCR","Lincoln","/gp/cdp/member-reviews/A3BVN2QBNPBHCR/ref=cm_cr_tr_tbl_224_sar?ie=UTF8&sort_by=MostRecentReview","# 224 ",567,12173,0.96,56,"Joe"
"225",225,"ABQWMANK4AR63","JDThird","/gp/cdp/member-reviews/ABQWMANK4AR63/ref=cm_cr_tr_tbl_225_sar?ie=UTF8&sort_by=MostRecentReview","# 225 ",1335,10431,0.96,133,"Curtis"
